item_fat_content,item_identifier,item_type,outlet_establishment_year,outlet_identifier,outlet_location_type,outlet_size,outlet_type,item_visibility,item_weight,sales,rating
Low Fat,NCF18,Household,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.089345,18.35,191.9504,4.0
Low Fat,NCO55,Others,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.091408,12.8,108.9938,4.0
Low Fat,FDJ45,Seafood,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.07371,17.75,35.1216,4.0
Low Fat,FDP34,Snack Foods,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.137787,12.85,157.763,4.0
Low Fat,DRD12,Soft Drinks,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.077508,6.96,92.3146,4.0
Low Fat,DRN37,Soft Drinks,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.09669,9.6,168.0158,4.0
Low Fat,FDV24,Baking Goods,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.103693,5.635,149.905,4.0
Low Fat,FDU36,Baking Goods,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.046459,6.15,100.5384,4.0
Low Fat,FDX23,Baking Goods,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.029813,6.445,95.4436,4.0
Low Fat,FDA11,Baking Goods,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.043415,7.75,93.1436,4.0
Low Fat,FDG24,Baking Goods,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.014691,7.975,84.725,4.0
Low Fat,FDD48,Baking Goods,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.030282,10.395,116.3176,4.0
Low Fat,FDT60,Baking Goods,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.075856,12.0,124.5388,4.0
Low Fat,FDD36,Baking Goods,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.02136,13.3,120.4124,4.0
Low Fat,FDY48,Baking Goods,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.023832,14.0,103.1332,4.0
Low Fat,FDR60,Baking Goods,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.130946,14.3,76.7328,4.0
Low Fat,FDX60,Baking Goods,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.080922,14.35,80.096,4.0
Low Fat,FDQ24,Baking Goods,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.073967,15.7,250.5724,4.0
Low Fat,FDX59,Breads,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.051872,10.195,35.3558,4.0
Low Fat,FDV47,Breads,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.054428,17.1,84.9566,4.0
Low Fat,FDH38,Canned,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.010481,6.425,116.5808,4.0
Low Fat,FDS13,Canned,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.0,6.465,263.1884,4.0
Low Fat,FDT49,Canned,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.152022,7.0,106.628,4.0
Low Fat,FDG50,Canned,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.015334,7.405,92.7146,4.0
Low Fat,FDT25,Canned,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.050958,7.5,122.4072,4.0
Low Fat,FDX13,Canned,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.047978,7.725,249.5092,4.0
Low Fat,FDK50,Canned,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.028479,7.96,161.8894,4.0
Low Fat,FDR49,Canned,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.139796,8.71,47.2376,4.0
Low Fat,FDS49,Canned,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.079669,9.0,79.6644,4.0
Low Fat,FDI14,Canned,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.090043,14.1,140.1496,4.0
Low Fat,FDP25,Canned,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.021294,15.2,218.4824,4.0
Low Fat,FDA13,Canned,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.078875,15.85,37.4506,4.0
Low Fat,FDL26,Canned,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.073491,18.0,157.3972,4.0
Low Fat,FDD50,Canned,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.142219,18.85,167.6132,4.0
Low Fat,DRI03,Dairy,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.022796,6.03,178.1028,4.0
Low Fat,FDM39,Dairy,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.053688,6.42,178.3002,4.0
Low Fat,FDC39,Dairy,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.159844,7.405,206.6296,4.0
Low Fat,DRH15,Dairy,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.110359,8.775,42.7428,4.0
Low Fat,DRE15,Dairy,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.017858,13.35,77.5012,4.0
Low Fat,DRG03,Dairy,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.062239,14.5,154.2998,4.0
Low Fat,FDD39,Dairy,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.070441,16.7,216.885,4.0
Low Fat,FDC15,Dairy,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.178694,18.1,158.9288,4.0
Low Fat,FDO16,Frozen Foods,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.01517,5.48,82.225,4.0
Low Fat,FDU52,Frozen Foods,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.064031,7.56,154.463,4.0
Low Fat,FDE16,Frozen Foods,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.026451,8.895,210.3954,4.0
Low Fat,FDO04,Frozen Foods,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.026645,16.6,53.5614,4.0
Low Fat,FDL40,Frozen Foods,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.01166,17.7,96.541,4.0
Low Fat,FDJ04,Frozen Foods,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.124959,18.0,116.5124,4.0
Low Fat,FDW28,Frozen Foods,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.089186,18.25,194.3452,4.0
Low Fat,FDO32,Fruits and Vegetables,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.121035,6.36,47.506,4.0
Low Fat,FDQ56,Fruits and Vegetables,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.106027,6.59,83.9908,4.0
Low Fat,FDA20,Fruits and Vegetables,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.066892,6.78,186.424,4.0
Low Fat,FDV08,Fruits and Vegetables,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.028711,7.35,39.9454,4.0
Low Fat,FDP56,Fruits and Vegetables,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.046673,8.185,48.4692,4.0
Low Fat,FDD08,Fruits and Vegetables,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.035498,8.3,36.6506,4.0
Low Fat,FDX44,Fruits and Vegetables,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.043142,9.3,90.4172,4.0
Low Fat,FDA43,Fruits and Vegetables,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.064939,10.895,194.1794,4.0
Low Fat,FDY07,Fruits and Vegetables,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.0,11.8,45.2402,4.0
Low Fat,FDW08,Fruits and Vegetables,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.148986,12.1,106.528,4.0
Low Fat,FDM44,Fruits and Vegetables,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.031176,12.5,103.099,4.0
Low Fat,FDH32,Fruits and Vegetables,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.07637,12.8,97.241,4.0
Low Fat,FDD33,Fruits and Vegetables,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.108633,12.85,233.8642,4.0
Low Fat,FDL56,Fruits and Vegetables,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.126293,14.1,88.6198,4.0
Low Fat,FDB09,Fruits and Vegetables,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.05763,16.25,123.9046,4.0
Low Fat,FDT44,Fruits and Vegetables,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.103406,16.6,116.4466,4.0
Low Fat,FDY55,Fruits and Vegetables,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.081651,16.75,258.3988,4.0
Low Fat,FDR43,Fruits and Vegetables,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.162147,18.2,37.719,4.0
Low Fat,FDB32,Fruits and Vegetables,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.023548,20.6,93.3778,4.0
Low Fat,DRG11,Hard Drinks,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.08418,6.385,109.0596,4.0
Low Fat,DRI11,Hard Drinks,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.034544,8.26,116.0834,4.0
Low Fat,DRM47,Hard Drinks,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.043964,9.3,192.3846,4.0
Low Fat,DRJ11,Hard Drinks,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.085438,9.5,188.4872,4.0
Low Fat,DRO47,Hard Drinks,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.112682,10.195,113.986,4.0
Low Fat,DRI23,Hard Drinks,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.137756,18.85,161.8578,4.0
Low Fat,NCN53,Health and Hygiene,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.030479,5.175,33.2874,4.0
Low Fat,NCU17,Health and Hygiene,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.093262,5.32,100.9674,4.0
Low Fat,NCH29,Health and Hygiene,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.0,5.51,98.9726,4.0
Low Fat,NCL17,Health and Hygiene,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.068056,7.39,140.7812,4.0
Low Fat,NCR29,Health and Hygiene,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.054863,7.565,58.393,4.0
Low Fat,NCJ17,Health and Hygiene,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.153178,7.68,85.2224,4.0
Low Fat,NCM17,Health and Hygiene,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.071426,7.93,45.9086,4.0
Low Fat,NCN05,Health and Hygiene,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.014519,8.235,182.195,4.0
Low Fat,NCR05,Health and Hygiene,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.054853,10.1,198.6084,4.0
Low Fat,NCA53,Health and Hygiene,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.009919,11.395,49.4034,4.0
Low Fat,NCZ17,Health and Hygiene,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.079755,12.15,36.6506,4.0
Low Fat,NCY29,Health and Hygiene,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.077549,13.65,55.093,4.0
Low Fat,NCW29,Health and Hygiene,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.028981,14.0,129.531,4.0
Low Fat,NCM53,Health and Hygiene,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.052253,18.75,105.728,4.0
Low Fat,NCX41,Health and Hygiene,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.017791,19.0,211.9244,4.0
Low Fat,NCL05,Health and Hygiene,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.048093,19.6,44.477,4.0
Low Fat,NCP05,Health and Hygiene,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.0,19.6,150.3024,4.0
Low Fat,NCY53,Health and Hygiene,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.05872,20.0,111.0544,4.0
Low Fat,NCK05,Health and Hygiene,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.07777,20.1,63.0536,4.0
Low Fat,NCU30,Household,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.0,5.11,164.721,4.0
Low Fat,NCB31,Household,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.119158,6.235,263.791,4.0
Low Fat,NCY18,Household,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.031279,7.285,176.0054,4.0
Low Fat,NCC43,Household,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.093161,7.39,251.3066,4.0
Low Fat,NCE31,Household,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.185597,7.67,35.7216,4.0
Low Fat,NCE07,Household,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.013184,8.18,143.1154,4.0
Low Fat,NCH43,Household,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.070856,8.42,217.4192,4.0
Low Fat,NCT54,Household,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.120023,8.695,94.8094,4.0
Low Fat,NCU54,Household,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.099024,8.88,208.527,4.0
Low Fat,NCH18,Household,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.044843,9.3,246.1802,4.0
Low Fat,NCV06,Household,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.066953,11.3,192.0478,4.0
Low Fat,NCG54,Household,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.080131,12.1,170.9106,4.0
Low Fat,NCS18,Household,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.042383,12.65,108.0938,4.0
Low Fat,NCX18,Household,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.00883,14.15,196.811,4.0
Low Fat,NCZ54,Household,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.083699,14.65,163.4552,4.0
Low Fat,NCG18,Household,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.023072,15.3,101.8332,4.0
Low Fat,NCP54,Household,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.035293,15.35,124.573,4.0
Low Fat,NCR18,Household,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.020571,15.85,41.6112,4.0
Low Fat,NCD18,Household,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.072965,16.0,231.3668,4.0
Low Fat,NCG06,Household,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.029565,16.35,256.4646,4.0
Low Fat,NCX30,Household,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.026729,16.7,248.4776,4.0
Low Fat,NCH30,Household,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.0,17.1,114.686,4.0
Low Fat,NCW42,Household,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.058707,18.2,220.5456,4.0
Low Fat,NCL18,Household,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.168267,18.85,195.5136,4.0
Low Fat,NCC18,Household,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.177992,19.1,173.1422,4.0
Low Fat,NCG42,Household,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.041396,19.2,129.731,4.0
Low Fat,NCZ06,Household,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.094545,19.6,254.7698,4.0
Low Fat,NCI43,Household,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.026074,19.85,48.6376,4.0
Low Fat,NCI30,Household,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.059176,20.25,245.046,4.0
Low Fat,NCN54,Household,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.021413,20.35,76.2328,4.0
Low Fat,NCE54,Household,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.0,20.7,74.3354,4.0
Low Fat,FDA39,Meat,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.01277,6.32,39.9822,4.0
Low Fat,FDQ39,Meat,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.081372,14.8,191.4846,4.0
Low Fat,FDX15,Meat,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.156936,17.2,160.6578,4.0
Low Fat,FDH19,Meat,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.033223,19.35,172.0738,4.0
Low Fat,FDT03,Meat,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.010039,21.25,181.7608,4.0
Low Fat,NCM31,Others,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.081527,6.095,140.3154,4.0
Low Fat,NCK07,Others,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.048885,10.65,166.1526,4.0
Low Fat,NCM43,Others,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.019555,14.5,162.421,4.0
Low Fat,NCP43,Others,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.030631,17.75,178.566,4.0
Low Fat,NCQ43,Others,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.0,17.75,108.6912,4.0
Low Fat,NCN07,Others,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.034083,18.5,130.9284,4.0
Low Fat,FDR58,Snack Foods,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.0,6.675,92.9462,4.0
Low Fat,FDZ46,Snack Foods,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.069405,7.485,112.1228,4.0
Low Fat,FDD58,Snack Foods,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.059594,7.76,99.67,4.0
Low Fat,FDT46,Snack Foods,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.030933,11.35,51.5008,4.0
Low Fat,FDV09,Snack Foods,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.020652,12.1,149.5734,4.0
Low Fat,FDH33,Snack Foods,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.122221,12.85,45.9428,4.0
Low Fat,FDQ10,Snack Foods,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.033314,12.85,171.6422,4.0
Low Fat,FDK34,Snack Foods,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.0,13.35,238.7564,4.0
Low Fat,FDC47,Snack Foods,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.119375,15.0,229.3694,4.0
Low Fat,FDJ09,Snack Foods,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.058633,15.0,46.4744,4.0
Low Fat,FDP57,Snack Foods,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.052658,17.5,103.699,4.0
Low Fat,FDO34,Snack Foods,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.030061,17.7,166.4816,4.0
Low Fat,FDZ58,Snack Foods,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.052389,17.85,120.9072,4.0
Low Fat,FDR09,Snack Foods,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.078041,18.25,258.4962,4.0
Low Fat,FDJ22,Snack Foods,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.053025,18.75,192.5504,4.0
Low Fat,FDM34,Snack Foods,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.067722,19.0,130.8626,4.0
Low Fat,FDO57,Snack Foods,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.109153,20.75,161.3578,4.0
Low Fat,FDH10,Snack Foods,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.049506,21.0,195.3478,4.0
Low Fat,DRJ49,Soft Drinks,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.01405,6.865,128.9652,4.0
Low Fat,DRF49,Soft Drinks,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.071367,7.27,111.8518,4.0
Low Fat,DRK12,Soft Drinks,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.042057,9.5,31.89,4.0
Low Fat,DRB25,Soft Drinks,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.069743,12.3,106.2938,4.0
Low Fat,DRG37,Soft Drinks,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.019457,16.2,153.9972,4.0
Low Fat,DRC24,Soft Drinks,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.024922,17.85,153.4998,4.0
Low Fat,DRE49,Soft Drinks,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.021337,20.75,153.6024,4.0
Low Fat,FDE59,Starchy Foods,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.062542,12.15,34.3532,4.0
Low Fat,FDG59,Starchy Foods,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.043411,15.85,39.4164,4.0
Regular,FDT12,Baking Goods,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.049824,6.215,226.6062,4.0
Regular,FDG12,Baking Goods,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.006352,6.635,120.3098,4.0
Regular,FDP48,Baking Goods,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.044203,7.52,182.995,4.0
Regular,FDX36,Baking Goods,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.128806,9.695,224.0404,4.0
Regular,FDL24,Baking Goods,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.024998,10.3,174.4422,4.0
Regular,FDA47,Baking Goods,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.117149,10.5,164.121,4.0
Regular,FDB12,Baking Goods,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.105737,11.15,104.4648,4.0
Regular,FDT24,Baking Goods,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.186616,12.35,78.6328,4.0
Regular,FDR12,Baking Goods,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.031663,12.6,173.2764,4.0
Regular,FDX11,Baking Goods,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.107187,16.0,181.9634,4.0
Regular,FDZ23,Baking Goods,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.067778,17.75,186.924,4.0
Regular,FDP49,Breakfast,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.0,9.0,55.2614,4.0
Regular,FDN49,Breakfast,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.125735,17.25,41.748,4.0
Regular,FDO01,Breakfast,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.020803,21.1,129.7994,4.0
Regular,FDR01,Canned,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.05384,5.405,198.6742,4.0
Regular,FDS25,Canned,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.140579,6.885,112.1228,4.0
Regular,FDH02,Canned,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.020866,7.27,90.2488,4.0
Regular,FDI50,Canned,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.030968,8.42,227.8352,4.0
Regular,FDR13,Canned,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.028838,9.895,117.8492,4.0
Regular,FDL38,Canned,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.014793,13.8,88.5172,4.0
Regular,FDA25,Canned,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.068403,16.5,101.999,4.0
Regular,FDR25,Canned,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.14009,17.0,265.1884,4.0
Regular,FDQ01,Canned,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.161356,19.7,253.1014,4.0
Regular,FDT50,Dairy,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.10868,6.75,95.6752,4.0
Regular,FDY02,Dairy,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.088003,8.945,261.391,4.0
Regular,FDC16,Dairy,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.020654,11.5,84.954,4.0
Regular,FDZ26,Dairy,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.144604,11.6,240.8222,4.0
Regular,FDZ03,Dairy,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.0,13.65,186.024,4.0
Regular,FDA02,Dairy,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.029844,14.0,143.9786,4.0
Regular,FDL39,Dairy,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.063589,16.1,179.4318,4.0
Regular,FDU26,Dairy,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.042793,16.7,118.6782,4.0
Regular,FDY15,Dairy,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.171524,18.25,155.863,4.0
Regular,FDV26,Dairy,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.076471,20.25,196.1794,4.0
Regular,FDN28,Frozen Foods,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.030371,5.88,101.799,4.0
Regular,FDS28,Frozen Foods,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.082737,8.18,57.3588,4.0
Regular,FDS04,Frozen Foods,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.0,10.195,139.5838,4.0
Regular,FDI40,Frozen Foods,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.126115,11.5,99.3358,4.0
Regular,FDX52,Frozen Foods,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.042174,11.5,194.682,4.0
Regular,FDH40,Frozen Foods,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.079251,11.6,79.2276,4.0
Regular,FDO52,Frozen Foods,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.077479,11.6,170.3106,4.0
Regular,FDN04,Frozen Foods,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.014144,11.8,180.4344,4.0
Regular,FDC05,Frozen Foods,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.099187,13.1,198.7768,4.0
Regular,FDP28,Frozen Foods,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.080969,13.65,259.7936,4.0
Regular,FDW40,Frozen Foods,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.105574,14.0,143.9812,4.0
Regular,FDS16,Frozen Foods,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.066447,15.15,147.976,4.0
Regular,FDY40,Frozen Foods,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.086185,15.5,50.9692,4.0
Regular,FDH28,Frozen Foods,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.110479,15.85,36.7506,4.0
Regular,FDA28,Frozen Foods,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.047997,16.1,127.0362,4.0
Regular,FDV28,Frozen Foods,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.160379,16.1,33.6558,4.0
Regular,FDY04,Frozen Foods,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.042649,17.7,162.721,4.0
Regular,FDI41,Frozen Foods,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.062511,18.5,146.8418,4.0
Regular,FDX04,Frozen Foods,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.041741,19.6,49.2376,4.0
Regular,FDE04,Frozen Foods,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.018096,19.75,179.566,4.0
Regular,FDV52,Frozen Foods,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.122016,20.7,117.7466,4.0
Regular,FDT07,Fruits and Vegetables,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.077634,5.82,256.433,4.0
Regular,FDA07,Fruits and Vegetables,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.031071,7.55,122.4072,4.0
